Year,level,country_code,country_name,school_type,fixed_excl,headcount
200910,National,E92000001,England,Special school,25,x
200910,National,E92000001,England,Special school,26,x
200910,National,E92000001,England,Special school,39,x
200809,National,E92000001,England,Total,Total,194700
200809,National,E92000001,England,Total,1,119415
200809,National,E92000001,England,Total,2,36750
200809,National,E92000001,England,Total,3,16880
200809,National,E92000001,England,Total,4,9005
200809,National,E92000001,England,Total,5,5200
200809,National,E92000001,England,Total,6,2900
200809,National,E92000001,England,Total,7,1740
200809,National,E92000001,England,Total,8,1010
200809,National,E92000001,England,Total,9,610
200809,National,E92000001,England,Total,10,380
200809,National,E92000001,England,Total,11,275
200809,National,E92000001,England,Total,12,180
200809,National,E92000001,England,Total,13,120
200809,National,E92000001,England,Total,14,60
200809,National,E92000001,England,Total,15,55
200809,National,E92000001,England,Total,16,35
200809,National,E92000001,England,Total,17,15
200809,National,E92000001,England,Total,18,25
200809,National,E92000001,England,Total,19,10
200809,National,E92000001,England,Total,20,5
200809,National,E92000001,England,Total,21,10
200809,National,E92000001,England,Total,22,5
200809,National,E92000001,England,Total,23,5
200809,National,E92000001,England,Total,24,5
200809,National,E92000001,England,Total,25,x
200809,National,E92000001,England,Total,26,x
200809,National,E92000001,England,Total,27,x
200809,National,E92000001,England,Total,28,x
200809,National,E92000001,England,Total,29,x
200809,National,E92000001,England,Total,30,x
200809,National,E92000001,England,Total,43,x
200809,National,E92000001,England,State-funded primary,Total,20640
200809,National,E92000001,England,State-funded primary,1,12590
200809,National,E92000001,England,State-funded primary,2,3890
200809,National,E92000001,England,State-funded primary,3,1730
200809,National,E92000001,England,State-funded primary,4,985
200809,National,E92000001,England,State-funded primary,5,540
200809,National,E92000001,England,State-funded primary,6,335
200809,National,E92000001,England,State-funded primary,7,190
200809,National,E92000001,England,State-funded primary,8,125
200809,National,E92000001,England,State-funded primary,9,85
200809,National,E92000001,England,State-funded primary,10,50
200809,National,E92000001,England,State-funded primary,11,40
200809,National,E92000001,England,State-funded primary,12,25
200809,National,E92000001,England,State-funded primary,13,20
200809,National,E92000001,England,State-funded primary,14,5
200809,National,E92000001,England,State-funded primary,15,10
200809,National,E92000001,England,State-funded primary,16,5
200809,National,E92000001,England,State-funded primary,17,5
200809,National,E92000001,England,State-funded primary,18,5
200809,National,E92000001,England,State-funded primary,19,5
200809,National,E92000001,England,State-funded primary,21,x
200809,National,E92000001,England,State-funded primary,22,x
200809,National,E92000001,England,State-funded primary,24,x
200809,National,E92000001,England,State-funded primary,26,x
200809,National,E92000001,England,State-funded primary,28,x
200809,National,E92000001,England,State-funded primary,43,x
200809,National,E92000001,England,State-funded secondary,Total,167910
200809,National,E92000001,England,State-funded secondary,1,104050
200809,National,E92000001,England,State-funded secondary,2,31530
200809,National,E92000001,England,State-funded secondary,3,14420
200809,National,E92000001,England,State-funded secondary,4,7605
200809,National,E92000001,England,State-funded secondary,5,4355
200809,National,E92000001,England,State-funded secondary,6,2370
200809,National,E92000001,England,State-funded secondary,7,1435
200809,National,E92000001,England,State-funded secondary,8,815
200809,National,E92000001,England,State-funded secondary,9,465
200809,National,E92000001,England,State-funded secondary,10,285
200809,National,E92000001,England,State-funded secondary,11,210
200809,National,E92000001,England,State-funded secondary,12,125
200809,National,E92000001,England,State-funded secondary,13,80
200809,National,E92000001,England,State-funded secondary,14,40
200809,National,E92000001,England,State-funded secondary,15,40
200809,National,E92000001,England,State-funded secondary,16,25
200809,National,E92000001,England,State-funded secondary,17,10
200809,National,E92000001,England,State-funded secondary,18,15
200809,National,E92000001,England,State-funded secondary,19,5
200809,National,E92000001,England,State-funded secondary,20,5
200809,National,E92000001,England,State-funded secondary,21,5
200809,National,E92000001,England,State-funded secondary,22,x
200809,National,E92000001,England,State-funded secondary,24,5
200809,National,E92000001,England,State-funded secondary,25,x
200809,National,E92000001,England,State-funded secondary,26,x
200809,National,E92000001,England,State-funded secondary,27,x
200809,National,E92000001,England,Special school,Total,6150
200809,National,E92000001,England,Special school,1,2775
200809,National,E92000001,England,Special school,2,1330
200809,National,E92000001,England,Special school,3,730
200809,National,E92000001,England,Special school,4,420
200809,National,E92000001,England,Special school,5,300
200809,National,E92000001,England,Special school,6,190
200809,National,E92000001,England,Special school,7,115
200809,National,E92000001,England,Special school,8,70
200809,National,E92000001,England,Special school,9,60
200809,National,E92000001,England,Special school,10,45
200809,National,E92000001,England,Special school,11,30
200809,National,E92000001,England,Special school,12,30
200809,National,E92000001,England,Special school,13,20
200809,National,E92000001,England,Special school,14,10
200809,National,E92000001,England,Special school,15,10
200809,National,E92000001,England,Special school,16,5
200809,National,E92000001,England,Special school,17,x
200809,National,E92000001,England,Special school,18,5
200809,National,E92000001,England,Special school,19,x
200809,National,E92000001,England,Special school,20,x
200809,National,E92000001,England,Special school,21,5
200809,National,E92000001,England,Special school,22,x
200809,National,E92000001,England,Special school,23,5
200809,National,E92000001,England,Special school,29,x
200809,National,E92000001,England,Special school,30,x
200708,National,E92000001,England,Total,Total,204885
200708,National,E92000001,England,Total,1,125775
200708,National,E92000001,England,Total,2,38505
200708,National,E92000001,England,Total,3,17635
200708,National,E92000001,England,Total,4,9435
200708,National,E92000001,England,Total,5,5375
200708,National,E92000001,England,Total,6,3090
200708,National,E92000001,England,Total,7,1945
200708,National,E92000001,England,Total,8,1125
200708,National,E92000001,England,Total,9,665
200708,National,E92000001,England,Total,10,455
200708,National,E92000001,England,Total,11,270
200708,National,E92000001,England,Total,12,210
200708,National,E92000001,England,Total,13,130
200708,National,E92000001,England,Total,14,85
200708,National,E92000001,England,Total,15,50
200708,National,E92000001,England,Total,16,40
200708,National,E92000001,England,Total,17,25
200708,National,E92000001,England,Total,18,15
200708,National,E92000001,England,Total,19,20
200708,National,E92000001,England,Total,20,10
200708,National,E92000001,England,Total,21,10
200708,National,E92000001,England,Total,22,5
200708,National,E92000001,England,Total,23,5
200708,National,E92000001,England,Total,24,x
200708,National,E92000001,England,Total,25,x
200708,National,E92000001,England,Total,26,x
200708,National,E92000001,England,Total,27,x
200708,National,E92000001,England,Total,28,x
200708,National,E92000001,England,Total,29,x
200708,National,E92000001,England,Total,33,x
200708,National,E92000001,England,Total,34,x
200708,National,E92000001,England,Total,48,x
200708,National,E92000001,England,State-funded primary,Total,22460
200708,National,E92000001,England,State-funded primary,1,13690
200708,National,E92000001,England,State-funded primary,2,4160
200708,National,E92000001,England,State-funded primary,3,1960
200708,National,E92000001,England,State-funded primary,4,1050
200708,National,E92000001,England,State-funded primary,5,590
200708,National,E92000001,England,State-funded primary,6,395
200708,National,E92000001,England,State-funded primary,7,205
200708,National,E92000001,England,State-funded primary,8,125
200708,National,E92000001,England,State-funded primary,9,75
200708,National,E92000001,England,State-funded primary,10,70
200708,National,E92000001,England,State-funded primary,11,40
200708,National,E92000001,England,State-funded primary,12,25
200708,National,E92000001,England,State-funded primary,13,20
200708,National,E92000001,England,State-funded primary,14,15
200708,National,E92000001,England,State-funded primary,15,10
200708,National,E92000001,England,State-funded primary,16,5
200708,National,E92000001,England,State-funded primary,17,5
200708,National,E92000001,England,State-funded primary,18,5
200708,National,E92000001,England,State-funded primary,19,5
200708,National,E92000001,England,State-funded primary,20,5
200708,National,E92000001,England,State-funded primary,21,x
200708,National,E92000001,England,State-funded primary,22,x
200708,National,E92000001,England,State-funded primary,23,x
200708,National,E92000001,England,State-funded primary,24,x
200708,National,E92000001,England,State-funded primary,25,x
200708,National,E92000001,England,State-funded primary,27,x
200708,National,E92000001,England,State-funded primary,33,x
200708,National,E92000001,England,State-funded primary,34,x
200708,National,E92000001,England,State-funded primary,48,x
200708,National,E92000001,England,State-funded secondary,Total,176160
200708,National,E92000001,England,State-funded secondary,1,109195
200708,National,E92000001,England,State-funded secondary,2,33020
200708,National,E92000001,England,State-funded secondary,3,14955
200708,National,E92000001,England,State-funded secondary,4,7975
200708,National,E92000001,England,State-funded secondary,5,4520
200708,National,E92000001,England,State-funded secondary,6,2505
200708,National,E92000001,England,State-funded secondary,7,1605
200708,National,E92000001,England,State-funded secondary,8,915
200708,National,E92000001,England,State-funded secondary,9,520
200708,National,E92000001,England,State-funded secondary,10,340
200708,National,E92000001,England,State-funded secondary,11,200
200708,National,E92000001,England,State-funded secondary,12,155
200708,National,E92000001,England,State-funded secondary,13,85
200708,National,E92000001,England,State-funded secondary,14,55
200708,National,E92000001,England,State-funded secondary,15,30
200708,National,E92000001,England,State-funded secondary,16,25
200708,National,E92000001,England,State-funded secondary,17,15
200708,National,E92000001,England,State-funded secondary,18,10
200708,National,E92000001,England,State-funded secondary,19,10
200708,National,E92000001,England,State-funded secondary,20,5
200708,National,E92000001,England,State-funded secondary,21,5
200708,National,E92000001,England,State-funded secondary,22,x
200708,National,E92000001,England,State-funded secondary,23,5
200708,National,E92000001,England,State-funded secondary,24,x
200708,National,E92000001,England,State-funded secondary,27,x
200708,National,E92000001,England,State-funded secondary,28,x
200708,National,E92000001,England,State-funded secondary,29,x
200708,National,E92000001,England,Special school,Total,6260
200708,National,E92000001,England,Special school,1,2890
200708,National,E92000001,England,Special school,2,1325
200708,National,E92000001,England,Special school,3,720
200708,National,E92000001,England,Special school,4,410
200708,National,E92000001,England,Special school,5,265
200708,National,E92000001,England,Special school,6,190
200708,National,E92000001,England,Special school,7,135
200708,National,E92000001,England,Special school,8,80
200708,National,E92000001,England,Special school,9,70
200708,National,E92000001,England,Special school,10,45
200708,National,E92000001,England,Special school,11,30
200708,National,E92000001,England,Special school,12,30
200708,National,E92000001,England,Special school,13,25
200708,National,E92000001,England,Special school,14,20
200708,National,E92000001,England,Special school,15,5
200708,National,E92000001,England,Special school,16,5
200708,National,E92000001,England,Special school,17,5
200708,National,E92000001,England,Special school,18,x
200708,National,E92000001,England,Special school,19,5
200708,National,E92000001,England,Special school,20,x
200708,National,E92000001,England,Special school,21,x
200708,National,E92000001,England,Special school,22,5
200708,National,E92000001,England,Special school,23,x
200708,National,E92000001,England,Special school,25,x
200708,National,E92000001,England,Special school,26,x
200708,National,E92000001,England,Special school,29,x
200607,National,E92000001,England,Total,Total,227125
200607,National,E92000001,England,Total,1,138370
200607,National,E92000001,England,Total,2,43190
200607,National,E92000001,England,Total,3,20090
200607,National,E92000001,England,Total,4,10635
200607,National,E92000001,England,Total,5,6050
200607,National,E92000001,England,Total,6,3465
200607,National,E92000001,England,Total,7,2045
200607,National,E92000001,England,Total,8,1195
200607,National,E92000001,England,Total,9,770
200607,National,E92000001,England,Total,10,485
200607,National,E92000001,England,Total,11,320
200607,National,E92000001,England,Total,12,175
200607,National,E92000001,England,Total,13,100
200607,National,E92000001,England,Total,14,65
200607,National,E92000001,England,Total,15,35
200607,National,E92000001,England,Total,16,35
200607,National,E92000001,England,Total,17,20
200607,National,E92000001,England,Total,18,20
200607,National,E92000001,England,Total,19,10
200607,National,E92000001,England,Total,20,5
200607,National,E92000001,England,Total,21,10
200607,National,E92000001,England,Total,22,5
200607,National,E92000001,England,Total,23,x
200607,National,E92000001,England,Total,24,x
200607,National,E92000001,England,Total,25,5
200607,National,E92000001,England,Total,26,x
200607,National,E92000001,England,Total,27,x
200607,National,E92000001,England,Total,29,x
200607,National,E92000001,England,Total,31,x
200607,National,E92000001,England,Total,33,5
200607,National,E92000001,England,Total,36,x
200607,National,E92000001,England,Total,39,x
200607,National,E92000001,England,Total,40,x
200607,National,E92000001,England,Total,41,x
200607,National,E92000001,England,Total,43,x
200607,National,E92000001,England,Total,47,x
200607,National,E92000001,England,Total,131,x
200607,National,E92000001,England,Total,175,x
200607,National,E92000001,England,State-funded primary,Total,23650
200607,National,E92000001,England,State-funded primary,1,14525
200607,National,E92000001,England,State-funded primary,2,4275
200607,National,E92000001,England,State-funded primary,3,2050
200607,National,E92000001,England,State-funded primary,4,1105
200607,National,E92000001,England,State-funded primary,5,650
200607,National,E92000001,England,State-funded primary,6,390
200607,National,E92000001,England,State-funded primary,7,215
200607,National,E92000001,England,State-funded primary,8,145
200607,National,E92000001,England,State-funded primary,9,90
200607,National,E92000001,England,State-funded primary,10,65
200607,National,E92000001,England,State-funded primary,11,45
200607,National,E92000001,England,State-funded primary,12,25
200607,National,E92000001,England,State-funded primary,13,15
200607,National,E92000001,England,State-funded primary,14,15
200607,National,E92000001,England,State-funded primary,15,5
200607,National,E92000001,England,State-funded primary,16,10
200607,National,E92000001,England,State-funded primary,17,5
200607,National,E92000001,England,State-funded primary,18,5
200607,National,E92000001,England,State-funded primary,19,x
200607,National,E92000001,England,State-funded primary,20,5
200607,National,E92000001,England,State-funded primary,21,5
200607,National,E92000001,England,State-funded primary,22,x
200607,National,E92000001,England,State-funded primary,23,x
200607,National,E92000001,England,State-funded primary,24,x
200607,National,E92000001,England,State-funded primary,25,x
200607,National,E92000001,England,State-funded primary,29,x
200607,National,E92000001,England,State-funded primary,31,x
200607,National,E92000001,England,State-funded primary,33,x
200607,National,E92000001,England,State-funded primary,39,x
200607,National,E92000001,England,State-funded primary,41,x
200607,National,E92000001,England,State-funded primary,43,x
200607,National,E92000001,England,State-funded primary,131,x
200607,National,E92000001,England,State-funded primary,175,x
200607,National,E92000001,England,State-funded secondary,Total,197140
200607,National,E92000001,England,State-funded secondary,1,120925
200607,National,E92000001,England,State-funded secondary,2,37625
200607,National,E92000001,England,State-funded secondary,3,17305
200607,National,E92000001,England,State-funded secondary,4,9080
200607,National,E92000001,England,State-funded secondary,5,5105
200607,National,E92000001,England,State-funded secondary,6,2875
200607,National,E92000001,England,State-funded secondary,7,1715
200607,National,E92000001,England,State-funded secondary,8,960
200607,National,E92000001,England,State-funded secondary,9,615
200607,National,E92000001,England,State-funded secondary,10,380
200607,National,E92000001,England,State-funded secondary,11,240
200607,National,E92000001,England,State-funded secondary,12,125
200607,National,E92000001,England,State-funded secondary,13,70
200607,National,E92000001,England,State-funded secondary,14,35
200607,National,E92000001,England,State-funded secondary,15,25
200607,National,E92000001,England,State-funded secondary,16,20
200607,National,E92000001,England,State-funded secondary,17,10
200607,National,E92000001,England,State-funded secondary,18,10
200607,National,E92000001,England,State-funded secondary,19,10
200607,National,E92000001,England,State-funded secondary,20,5
200607,National,E92000001,England,State-funded secondary,21,5
200607,National,E92000001,England,State-funded secondary,23,x
200607,National,E92000001,England,State-funded secondary,26,x
200607,National,E92000001,England,State-funded secondary,27,x
200607,National,E92000001,England,State-funded secondary,29,x
200607,National,E92000001,England,State-funded secondary,33,x
200607,National,E92000001,England,State-funded secondary,36,x
200607,National,E92000001,England,State-funded secondary,40,x
200607,National,E92000001,England,Special school,Total,6335
200607,National,E92000001,England,Special school,1,2915
200607,National,E92000001,England,Special school,2,1290
200607,National,E92000001,England,Special school,3,735
200607,National,E92000001,England,Special school,4,455
200607,National,E92000001,England,Special school,5,295
200607,National,E92000001,England,Special school,6,200
200607,National,E92000001,England,Special school,7,120
200607,National,E92000001,England,Special school,8,90
200607,National,E92000001,England,Special school,9,65
200607,National,E92000001,England,Special school,10,40
200607,National,E92000001,England,Special school,11,35
200607,National,E92000001,England,Special school,12,25
200607,National,E92000001,England,Special school,13,15
200607,National,E92000001,England,Special school,14,15
200607,National,E92000001,England,Special school,15,5
200607,National,E92000001,England,Special school,16,10
200607,National,E92000001,England,Special school,17,10
200607,National,E92000001,England,Special school,18,5
200607,National,E92000001,England,Special school,19,x
200607,National,E92000001,England,Special school,20,x
200607,National,E92000001,England,Special school,21,x
200607,National,E92000001,England,Special school,22,x
200607,National,E92000001,England,Special school,24,x
200607,National,E92000001,England,Special school,25,x
200607,National,E92000001,England,Special school,27,x
200607,National,E92000001,England,Special school,31,x
200607,National,E92000001,England,Special school,41,x
200607,National,E92000001,England,Special school,47,x
