Year,level,country_code,country_name,school_type,duration_days_fixed_exclusions,fixed_excl
201011,National,E92000001,England,State-funded primary,36,5
201011,National,E92000001,England,State-funded primary,37,x
201011,National,E92000001,England,State-funded primary,38,x
201011,National,E92000001,England,State-funded primary,39,x
201011,National,E92000001,England,State-funded primary,40,5
201011,National,E92000001,England,State-funded primary,42,x
201011,National,E92000001,England,State-funded primary,43,x
201011,National,E92000001,England,State-funded primary,44,x
201011,National,E92000001,England,State-funded primary,45,x
201011,National,E92000001,England,State-funded primary,46 or more,5
201011,National,E92000001,England,State-funded secondary,Total,271975
201011,National,E92000001,England,State-funded secondary,1,106620
201011,National,E92000001,England,State-funded secondary,2,68595
201011,National,E92000001,England,State-funded secondary,3,43950
201011,National,E92000001,England,State-funded secondary,4,9740
201011,National,E92000001,England,State-funded secondary,5,35365
201011,National,E92000001,England,State-funded secondary,6,1275
201011,National,E92000001,England,State-funded secondary,7,755
201011,National,E92000001,England,State-funded secondary,8,510
201011,National,E92000001,England,State-funded secondary,9,350
201011,National,E92000001,England,State-funded secondary,10,2360
201011,National,E92000001,England,State-funded secondary,11,235
201011,National,E92000001,England,State-funded secondary,12,215
201011,National,E92000001,England,State-funded secondary,13,160
201011,National,E92000001,England,State-funded secondary,14,215
201011,National,E92000001,England,State-funded secondary,15,870
201011,National,E92000001,England,State-funded secondary,16,190
201011,National,E92000001,England,State-funded secondary,17,50
201011,National,E92000001,England,State-funded secondary,18,55
201011,National,E92000001,England,State-funded secondary,19,30
201011,National,E92000001,England,State-funded secondary,20,125
201011,National,E92000001,England,State-funded secondary,21,35
201011,National,E92000001,England,State-funded secondary,22,20
201011,National,E92000001,England,State-funded secondary,23,25
201011,National,E92000001,England,State-funded secondary,24,15
201011,National,E92000001,England,State-funded secondary,25,45
201011,National,E92000001,England,State-funded secondary,26,15
201011,National,E92000001,England,State-funded secondary,27,15
201011,National,E92000001,England,State-funded secondary,28,10
201011,National,E92000001,England,State-funded secondary,29,10
201011,National,E92000001,England,State-funded secondary,30,20
201011,National,E92000001,England,State-funded secondary,31,10
201011,National,E92000001,England,State-funded secondary,32,x
201011,National,E92000001,England,State-funded secondary,33,5
201011,National,E92000001,England,State-funded secondary,34,5
201011,National,E92000001,England,State-funded secondary,35,10
201011,National,E92000001,England,State-funded secondary,36,5
201011,National,E92000001,England,State-funded secondary,37,5
201011,National,E92000001,England,State-funded secondary,38,x
201011,National,E92000001,England,State-funded secondary,39,5
201011,National,E92000001,England,State-funded secondary,40,10
201011,National,E92000001,England,State-funded secondary,41,5
201011,National,E92000001,England,State-funded secondary,43,5
201011,National,E92000001,England,State-funded secondary,44,5
201011,National,E92000001,England,State-funded secondary,45,30
201011,National,E92000001,England,State-funded secondary,46 or more,x
201011,National,E92000001,England,Special school,Total,14340
201011,National,E92000001,England,Special school,1,7185
201011,National,E92000001,England,Special school,2,3205
201011,National,E92000001,England,Special school,3,1700
201011,National,E92000001,England,Special school,4,645
201011,National,E92000001,England,Special school,5,1165
201011,National,E92000001,England,Special school,6,110
201011,National,E92000001,England,Special school,7,50
201011,National,E92000001,England,Special school,8,40
201011,National,E92000001,England,Special school,9,15
201011,National,E92000001,England,Special school,10,75
201011,National,E92000001,England,Special school,11,25
201011,National,E92000001,England,Special school,12,10
201011,National,E92000001,England,Special school,13,15
201011,National,E92000001,England,Special school,14,5
201011,National,E92000001,England,Special school,15,25
201011,National,E92000001,England,Special school,16,5
201011,National,E92000001,England,Special school,17,5
201011,National,E92000001,England,Special school,18,5
201011,National,E92000001,England,Special school,20,10
201011,National,E92000001,England,Special school,21,5
201011,National,E92000001,England,Special school,22,x
201011,National,E92000001,England,Special school,23,5
201011,National,E92000001,England,Special school,24,5
201011,National,E92000001,England,Special school,25,x
201011,National,E92000001,England,Special school,26,x
201011,National,E92000001,England,Special school,27,x
201011,National,E92000001,England,Special school,28,5
201011,National,E92000001,England,Special school,29,x
201011,National,E92000001,England,Special school,30,x
201011,National,E92000001,England,Special school,32,x
201011,National,E92000001,England,Special school,35,x
201011,National,E92000001,England,Special school,36,x
201011,National,E92000001,England,Special school,37,x
201011,National,E92000001,England,Special school,38,x
201011,National,E92000001,England,Special school,41,x
201011,National,E92000001,England,Special school,42,x
201011,National,E92000001,England,Special school,44,x
201011,National,E92000001,England,Special school,45,5
201011,National,E92000001,England,Special school,46 or more,5
200910,National,E92000001,England,Total,Total,331380
200910,National,E92000001,England,Total,1,127135
200910,National,E92000001,England,Total,2,84595
200910,National,E92000001,England,Total,3,54290
200910,National,E92000001,England,Total,4,13540
200910,National,E92000001,England,Total,5,41775
200910,National,E92000001,England,Total,6,1800
200910,National,E92000001,England,Total,7,880
200910,National,E92000001,England,Total,8,715
200910,National,E92000001,England,Total,9,490
200910,National,E92000001,England,Total,10,2920
200910,National,E92000001,England,Total,11,325
200910,National,E92000001,England,Total,12,305
200910,National,E92000001,England,Total,13,190
200910,National,E92000001,England,Total,14,195
200910,National,E92000001,England,Total,15,1070
200910,National,E92000001,England,Total,16,240
200910,National,E92000001,England,Total,17,70
200910,National,E92000001,England,Total,18,65
200910,National,E92000001,England,Total,19,65
200910,National,E92000001,England,Total,20,215
200910,National,E92000001,England,Total,21,40
200910,National,E92000001,England,Total,22,30
200910,National,E92000001,England,Total,23,20
200910,National,E92000001,England,Total,24,35
200910,National,E92000001,England,Total,25,65
200910,National,E92000001,England,Total,26,25
200910,National,E92000001,England,Total,27,20
200910,National,E92000001,England,Total,28,25
200910,National,E92000001,England,Total,29,25
200910,National,E92000001,England,Total,30,45
200910,National,E92000001,England,Total,31,10
200910,National,E92000001,England,Total,32,15
200910,National,E92000001,England,Total,33,10
200910,National,E92000001,England,Total,34,15
200910,National,E92000001,England,Total,35,15
200910,National,E92000001,England,Total,36,5
200910,National,E92000001,England,Total,37,5
200910,National,E92000001,England,Total,38,10
200910,National,E92000001,England,Total,39,10
200910,National,E92000001,England,Total,40,15
200910,National,E92000001,England,Total,41,5
200910,National,E92000001,England,Total,42,5
200910,National,E92000001,England,Total,43,5
200910,National,E92000001,England,Total,44,10
200910,National,E92000001,England,Total,45,30
200910,National,E92000001,England,Total,46 or more,x
200910,National,E92000001,England,State-funded primary,Total,37210
200910,National,E92000001,England,State-funded primary,1,15960
200910,National,E92000001,England,State-funded primary,2,9780
200910,National,E92000001,England,State-funded primary,3,5420
200910,National,E92000001,England,State-funded primary,4,1960
200910,National,E92000001,England,State-funded primary,5,2955
200910,National,E92000001,England,State-funded primary,6,380
200910,National,E92000001,England,State-funded primary,7,135
200910,National,E92000001,England,State-funded primary,8,95
200910,National,E92000001,England,State-funded primary,9,55
200910,National,E92000001,England,State-funded primary,10,160
200910,National,E92000001,England,State-funded primary,11,60
200910,National,E92000001,England,State-funded primary,12,35
200910,National,E92000001,England,State-funded primary,13,30
200910,National,E92000001,England,State-funded primary,14,25
200910,National,E92000001,England,State-funded primary,15,50
200910,National,E92000001,England,State-funded primary,16,15
200910,National,E92000001,England,State-funded primary,17,10
200910,National,E92000001,England,State-funded primary,18,10
200910,National,E92000001,England,State-funded primary,19,10
200910,National,E92000001,England,State-funded primary,20,10
200910,National,E92000001,England,State-funded primary,21,5
200910,National,E92000001,England,State-funded primary,23,x
200910,National,E92000001,England,State-funded primary,24,5
200910,National,E92000001,England,State-funded primary,25,5
200910,National,E92000001,England,State-funded primary,26,5
200910,National,E92000001,England,State-funded primary,28,5
200910,National,E92000001,England,State-funded primary,29,5
200910,National,E92000001,England,State-funded primary,30,5
200910,National,E92000001,England,State-funded primary,33,5
200910,National,E92000001,England,State-funded primary,34,x
200910,National,E92000001,England,State-funded primary,35,x
200910,National,E92000001,England,State-funded primary,37,x
200910,National,E92000001,England,State-funded primary,38,x
200910,National,E92000001,England,State-funded primary,39,x
200910,National,E92000001,England,State-funded primary,40,x
200910,National,E92000001,England,State-funded primary,41,x
200910,National,E92000001,England,State-funded primary,42,x
200910,National,E92000001,England,State-funded primary,44,x
200910,National,E92000001,England,State-funded primary,45,5
200910,National,E92000001,England,State-funded primary,46 or more,x
200910,National,E92000001,England,State-funded secondary,Total,279260
200910,National,E92000001,England,State-funded secondary,1,103725
200910,National,E92000001,England,State-funded secondary,2,71490
200910,National,E92000001,England,State-funded secondary,3,47035
200910,National,E92000001,England,State-funded secondary,4,10945
200910,National,E92000001,England,State-funded secondary,5,37625
200910,National,E92000001,England,State-funded secondary,6,1320
200910,National,E92000001,England,State-funded secondary,7,685
200910,National,E92000001,England,State-funded secondary,8,580
200910,National,E92000001,England,State-funded secondary,9,405
200910,National,E92000001,England,State-funded secondary,10,2700
200910,National,E92000001,England,State-funded secondary,11,255
200910,National,E92000001,England,State-funded secondary,12,250
200910,National,E92000001,England,State-funded secondary,13,145
200910,National,E92000001,England,State-funded secondary,14,155
200910,National,E92000001,England,State-funded secondary,15,975
200910,National,E92000001,England,State-funded secondary,16,215
200910,National,E92000001,England,State-funded secondary,17,60
200910,National,E92000001,England,State-funded secondary,18,50
200910,National,E92000001,England,State-funded secondary,19,50
200910,National,E92000001,England,State-funded secondary,20,200
200910,National,E92000001,England,State-funded secondary,21,35
200910,National,E92000001,England,State-funded secondary,22,25
200910,National,E92000001,England,State-funded secondary,23,20
200910,National,E92000001,England,State-funded secondary,24,25
200910,National,E92000001,England,State-funded secondary,25,55
200910,National,E92000001,England,State-funded secondary,26,20
200910,National,E92000001,England,State-funded secondary,27,15
200910,National,E92000001,England,State-funded secondary,28,20
200910,National,E92000001,England,State-funded secondary,29,20
200910,National,E92000001,England,State-funded secondary,30,40
200910,National,E92000001,England,State-funded secondary,31,10
200910,National,E92000001,England,State-funded secondary,32,15
200910,National,E92000001,England,State-funded secondary,33,5
200910,National,E92000001,England,State-funded secondary,34,15
200910,National,E92000001,England,State-funded secondary,35,10
200910,National,E92000001,England,State-funded secondary,36,5
200910,National,E92000001,England,State-funded secondary,37,5
200910,National,E92000001,England,State-funded secondary,38,5
200910,National,E92000001,England,State-funded secondary,39,5
200910,National,E92000001,England,State-funded secondary,40,10
200910,National,E92000001,England,State-funded secondary,41,5
200910,National,E92000001,England,State-funded secondary,42,x
200910,National,E92000001,England,State-funded secondary,43,x
200910,National,E92000001,England,State-funded secondary,44,10
200910,National,E92000001,England,State-funded secondary,45,25
200910,National,E92000001,England,State-funded secondary,46 or more,x
200910,National,E92000001,England,Special school,Total,14905
200910,National,E92000001,England,Special school,1,7455
200910,National,E92000001,England,Special school,2,3325
200910,National,E92000001,England,Special school,3,1835
200910,National,E92000001,England,Special school,4,640
200910,National,E92000001,England,Special school,5,1195
200910,National,E92000001,England,Special school,6,105
200910,National,E92000001,England,Special school,7,55
200910,National,E92000001,England,Special school,8,45
200910,National,E92000001,England,Special school,9,30
200910,National,E92000001,England,Special school,10,55
200910,National,E92000001,England,Special school,11,10
200910,National,E92000001,England,Special school,12,15
200910,National,E92000001,England,Special school,13,15
200910,National,E92000001,England,Special school,14,15
200910,National,E92000001,England,Special school,15,45
200910,National,E92000001,England,Special school,16,10
200910,National,E92000001,England,Special school,17,5
200910,National,E92000001,England,Special school,18,5
200910,National,E92000001,England,Special school,19,5
200910,National,E92000001,England,Special school,20,5
200910,National,E92000001,England,Special school,22,5
200910,National,E92000001,England,Special school,24,5
200910,National,E92000001,England,Special school,25,5
200910,National,E92000001,England,Special school,26,x
200910,National,E92000001,England,Special school,27,5
200910,National,E92000001,England,Special school,30,x
200910,National,E92000001,England,Special school,31,x
200910,National,E92000001,England,Special school,32,5
200910,National,E92000001,England,Special school,33,5
200910,National,E92000001,England,Special school,34,x
200910,National,E92000001,England,Special school,35,x
200910,National,E92000001,England,Special school,37,x
200910,National,E92000001,England,Special school,38,x
200910,National,E92000001,England,Special school,39,x
200910,National,E92000001,England,Special school,40,5
200910,National,E92000001,England,Special school,42,x
200910,National,E92000001,England,Special school,43,x
200809,National,E92000001,England,Total,Total,363275
200809,National,E92000001,England,Total,0,35
200809,National,E92000001,England,Total,1,131620
200809,National,E92000001,England,Total,2,92840
200809,National,E92000001,England,Total,3,62325
200809,National,E92000001,England,Total,4,15385
200809,National,E92000001,England,Total,5,49440
200809,National,E92000001,England,Total,6,2015
200809,National,E92000001,England,Total,7,1065
200809,National,E92000001,England,Total,8,765
200809,National,E92000001,England,Total,9,565
200809,National,E92000001,England,Total,10,3320
200809,National,E92000001,England,Total,11,365
200809,National,E92000001,England,Total,12,380
200809,National,E92000001,England,Total,13,285
200809,National,E92000001,England,Total,14,285
200809,National,E92000001,England,Total,15,1280
200809,National,E92000001,England,Total,16,240
200809,National,E92000001,England,Total,17,105
200809,National,E92000001,England,Total,18,80
200809,National,E92000001,England,Total,19,75
200809,National,E92000001,England,Total,20,260
200809,National,E92000001,England,Total,21,50
200809,National,E92000001,England,Total,22,45
200809,National,E92000001,England,Total,23,35
200809,National,E92000001,England,Total,24,30
200809,National,E92000001,England,Total,25,80
200809,National,E92000001,England,Total,26,30
200809,National,E92000001,England,Total,27,20
200809,National,E92000001,England,Total,28,15
200809,National,E92000001,England,Total,29,20
200809,National,E92000001,England,Total,30,35
200809,National,E92000001,England,Total,31,10
200809,National,E92000001,England,Total,32,20
200809,National,E92000001,England,Total,33,10
200809,National,E92000001,England,Total,34,10
200809,National,E92000001,England,Total,35,10
200809,National,E92000001,England,Total,36,15
200809,National,E92000001,England,Total,37,10
200809,National,E92000001,England,Total,38,10
200809,National,E92000001,England,Total,39,10
200809,National,E92000001,England,Total,40,35
200809,National,E92000001,England,Total,41,5
200809,National,E92000001,England,Total,42,5
200809,National,E92000001,England,Total,43,5
200809,National,E92000001,England,Total,44,5
200809,National,E92000001,England,Total,45,35
200809,National,E92000001,England,Total,46 or more,x
200809,National,E92000001,England,State-funded primary,Total,39510
200809,National,E92000001,England,State-funded primary,1,16670
200809,National,E92000001,England,State-funded primary,2,10195
200809,National,E92000001,England,State-funded primary,3,5770
200809,National,E92000001,England,State-funded primary,4,2030
200809,National,E92000001,England,State-funded primary,5,3505
200809,National,E92000001,England,State-funded primary,6,445
200809,National,E92000001,England,State-funded primary,7,155
200809,National,E92000001,England,State-funded primary,8,105
200809,National,E92000001,England,State-funded primary,9,70
200809,National,E92000001,England,State-funded primary,10,170
200809,National,E92000001,England,State-funded primary,11,55
200809,National,E92000001,England,State-funded primary,12,55
200809,National,E92000001,England,State-funded primary,13,40
200809,National,E92000001,England,State-funded primary,14,30
200809,National,E92000001,England,State-funded primary,15,70
200809,National,E92000001,England,State-funded primary,16,20
200809,National,E92000001,England,State-funded primary,17,15
200809,National,E92000001,England,State-funded primary,18,10
200809,National,E92000001,England,State-funded primary,19,20
200809,National,E92000001,England,State-funded primary,20,15
200809,National,E92000001,England,State-funded primary,21,10
200809,National,E92000001,England,State-funded primary,22,10
200809,National,E92000001,England,State-funded primary,23,5
200809,National,E92000001,England,State-funded primary,24,5
200809,National,E92000001,England,State-funded primary,25,x
200809,National,E92000001,England,State-funded primary,26,5
200809,National,E92000001,England,State-funded primary,27,5
200809,National,E92000001,England,State-funded primary,28,x
200809,National,E92000001,England,State-funded primary,29,x
200809,National,E92000001,England,State-funded primary,31,x
200809,National,E92000001,England,State-funded primary,32,5
200809,National,E92000001,England,State-funded primary,33,5
200809,National,E92000001,England,State-funded primary,34,x
200809,National,E92000001,England,State-funded primary,35,5
200809,National,E92000001,England,State-funded primary,36,x
200809,National,E92000001,England,State-funded primary,37,x
200809,National,E92000001,England,State-funded primary,38,x
200809,National,E92000001,England,State-funded primary,39,x
200809,National,E92000001,England,State-funded primary,40,5
200809,National,E92000001,England,State-funded primary,43,x
200809,National,E92000001,England,State-funded primary,45,5
200809,National,E92000001,England,State-funded secondary,Total,307840
200809,National,E92000001,England,State-funded secondary,0,35
200809,National,E92000001,England,State-funded secondary,1,107415
200809,National,E92000001,England,State-funded secondary,2,78865
200809,National,E92000001,England,State-funded secondary,3,54525
200809,National,E92000001,England,State-funded secondary,4,12585
200809,National,E92000001,England,State-funded secondary,5,44630
200809,National,E92000001,England,State-funded secondary,6,1460
200809,National,E92000001,England,State-funded secondary,7,860
200809,National,E92000001,England,State-funded secondary,8,620
200809,National,E92000001,England,State-funded secondary,9,460
200809,National,E92000001,England,State-funded secondary,10,3050
200809,National,E92000001,England,State-funded secondary,11,290
200809,National,E92000001,England,State-funded secondary,12,310
200809,National,E92000001,England,State-funded secondary,13,230
200809,National,E92000001,England,State-funded secondary,14,245
200809,National,E92000001,England,State-funded secondary,15,1175
200809,National,E92000001,England,State-funded secondary,16,210
200809,National,E92000001,England,State-funded secondary,17,80
200809,National,E92000001,England,State-funded secondary,18,70
200809,National,E92000001,England,State-funded secondary,19,50
200809,National,E92000001,England,State-funded secondary,20,235
200809,National,E92000001,England,State-funded secondary,21,40
200809,National,E92000001,England,State-funded secondary,22,30
200809,National,E92000001,England,State-funded secondary,23,25
200809,National,E92000001,England,State-funded secondary,24,25
200809,National,E92000001,England,State-funded secondary,25,75
200809,National,E92000001,England,State-funded secondary,26,20
200809,National,E92000001,England,State-funded secondary,27,15
200809,National,E92000001,England,State-funded secondary,28,10
200809,National,E92000001,England,State-funded secondary,29,20
200809,National,E92000001,England,State-funded secondary,30,35
200809,National,E92000001,England,State-funded secondary,31,10
200809,National,E92000001,England,State-funded secondary,32,15
200809,National,E92000001,England,State-funded secondary,33,5
200809,National,E92000001,England,State-funded secondary,34,10
200809,National,E92000001,England,State-funded secondary,35,10
200809,National,E92000001,England,State-funded secondary,36,10
200809,National,E92000001,England,State-funded secondary,37,5
200809,National,E92000001,England,State-funded secondary,38,10
200809,National,E92000001,England,State-funded secondary,39,5
200809,National,E92000001,England,State-funded secondary,40,30
200809,National,E92000001,England,State-funded secondary,41,5
200809,National,E92000001,England,State-funded secondary,42,5
200809,National,E92000001,England,State-funded secondary,43,5
200809,National,E92000001,England,State-funded secondary,44,5
200809,National,E92000001,England,State-funded secondary,45,25
200809,National,E92000001,England,Special school,Total,15930
200809,National,E92000001,England,Special school,1,7535
200809,National,E92000001,England,Special school,2,3780
200809,National,E92000001,England,Special school,3,2025
200809,National,E92000001,England,Special school,4,770
200809,National,E92000001,England,Special school,5,1310
200809,National,E92000001,England,Special school,6,110
200809,National,E92000001,England,Special school,7,50
200809,National,E92000001,England,Special school,8,40
200809,National,E92000001,England,Special school,9,35
200809,National,E92000001,England,Special school,10,100
200809,National,E92000001,England,Special school,11,25
200809,National,E92000001,England,Special school,12,15
200809,National,E92000001,England,Special school,13,15
200809,National,E92000001,England,Special school,14,10
200809,National,E92000001,England,Special school,15,35
200809,National,E92000001,England,Special school,16,10
200809,National,E92000001,England,Special school,17,10
200809,National,E92000001,England,Special school,18,x
200809,National,E92000001,England,Special school,19,5
200809,National,E92000001,England,Special school,20,10
200809,National,E92000001,England,Special school,21,x
200809,National,E92000001,England,Special school,22,5
200809,National,E92000001,England,Special school,23,x
200809,National,E92000001,England,Special school,25,5
200809,National,E92000001,England,Special school,26,x
200809,National,E92000001,England,Special school,28,x
200809,National,E92000001,England,Special school,30,5
200809,National,E92000001,England,Special school,31,x
200809,National,E92000001,England,Special school,32,5
200809,National,E92000001,England,Special school,33,x
200809,National,E92000001,England,Special school,34,x
200809,National,E92000001,England,Special school,35,x
200809,National,E92000001,England,Special school,36,5
200809,National,E92000001,England,Special school,37,x
200809,National,E92000001,England,Special school,38,x
200809,National,E92000001,England,Special school,40,x
200809,National,E92000001,England,Special school,41,x
200809,National,E92000001,England,Special school,42,x
200809,National,E92000001,England,Special school,44,x
200809,National,E92000001,England,Special school,45,5
200809,National,E92000001,England,Special school,46 or more,x
200708,National,E92000001,England,Total,Total,383830
200708,National,E92000001,England,Total,1,134035
200708,National,E92000001,England,Total,2,97160
200708,National,E92000001,England,Total,3,66865
200708,National,E92000001,England,Total,4,18255
200708,National,E92000001,England,Total,5,55655
200708,National,E92000001,England,Total,6,2210
200708,National,E92000001,England,Total,7,1080
200708,National,E92000001,England,Total,8,710
200708,National,E92000001,England,Total,9,595
200708,National,E92000001,England,Total,10,3180
200708,National,E92000001,England,Total,11,395
200708,National,E92000001,England,Total,12,335
200708,National,E92000001,England,Total,13,220
200708,National,E92000001,England,Total,14,305
200708,National,E92000001,England,Total,15,1290
200708,National,E92000001,England,Total,16,280
200708,National,E92000001,England,Total,17,100
200708,National,E92000001,England,Total,18,90
200708,National,E92000001,England,Total,19,60
200708,National,E92000001,England,Total,20,290
200708,National,E92000001,England,Total,21,60
200708,National,E92000001,England,Total,22,45
200708,National,E92000001,England,Total,23,35
200708,National,E92000001,England,Total,24,50
200708,National,E92000001,England,Total,25,90
200708,National,E92000001,England,Total,26,25
200708,National,E92000001,England,Total,27,20
200708,National,E92000001,England,Total,28,35
200708,National,E92000001,England,Total,29,25
200708,National,E92000001,England,Total,30,60
200708,National,E92000001,England,Total,31,30
200708,National,E92000001,England,Total,32,25
200708,National,E92000001,England,Total,33,20
200708,National,E92000001,England,Total,34,25
200708,National,E92000001,England,Total,35,20
200708,National,E92000001,England,Total,36,10
200708,National,E92000001,England,Total,37,10
200708,National,E92000001,England,Total,38,15
200708,National,E92000001,England,Total,39,10
200708,National,E92000001,England,Total,40,20
200708,National,E92000001,England,Total,41,5
200708,National,E92000001,England,Total,42,10
200708,National,E92000001,England,Total,43,5
200708,National,E92000001,England,Total,44,15
200708,National,E92000001,England,Total,45,45
200708,National,E92000001,England,Total,46 or more,5
200708,National,E92000001,England,State-funded primary,Total,43295
200708,National,E92000001,England,State-funded primary,1,18350
200708,National,E92000001,England,State-funded primary,2,10775
200708,National,E92000001,England,State-funded primary,3,6190
200708,National,E92000001,England,State-funded primary,4,2340
200708,National,E92000001,England,State-funded primary,5,4290
200708,National,E92000001,England,State-funded primary,6,455
200708,National,E92000001,England,State-funded primary,7,175
200708,National,E92000001,England,State-funded primary,8,90
200708,National,E92000001,England,State-funded primary,9,75
200708,National,E92000001,England,State-funded primary,10,160
200708,National,E92000001,England,State-funded primary,11,45
200708,National,E92000001,England,State-funded primary,12,45
200708,National,E92000001,England,State-funded primary,13,20
200708,National,E92000001,England,State-funded primary,14,30
200708,National,E92000001,England,State-funded primary,15,90
200708,National,E92000001,England,State-funded primary,16,25
200708,National,E92000001,England,State-funded primary,17,15
200708,National,E92000001,England,State-funded primary,18,10
200708,National,E92000001,England,State-funded primary,19,5
200708,National,E92000001,England,State-funded primary,20,15
200708,National,E92000001,England,State-funded primary,21,5
200708,National,E92000001,England,State-funded primary,22,5
200708,National,E92000001,England,State-funded primary,23,5
200708,National,E92000001,England,State-funded primary,24,10
200708,National,E92000001,England,State-funded primary,25,5
200708,National,E92000001,England,State-funded primary,26,x
200708,National,E92000001,England,State-funded primary,27,5
200708,National,E92000001,England,State-funded primary,28,5
200708,National,E92000001,England,State-funded primary,29,5
200708,National,E92000001,England,State-funded primary,30,5
200708,National,E92000001,England,State-funded primary,31,5
200708,National,E92000001,England,State-funded primary,32,x
200708,National,E92000001,England,State-funded primary,33,5
200708,National,E92000001,England,State-funded primary,34,x
200708,National,E92000001,England,State-funded primary,36,5
200708,National,E92000001,England,State-funded primary,37,x
200708,National,E92000001,England,State-funded primary,38,x
200708,National,E92000001,England,State-funded primary,39,5
200708,National,E92000001,England,State-funded primary,40,x
200708,National,E92000001,England,State-funded primary,42,x
200708,National,E92000001,England,State-funded primary,43,x
200708,National,E92000001,England,State-funded primary,45,5
200708,National,E92000001,England,State-funded secondary,Total,324185
200708,National,E92000001,England,State-funded secondary,1,107995
200708,National,E92000001,England,State-funded secondary,2,82620
200708,National,E92000001,England,State-funded secondary,3,58435
200708,National,E92000001,England,State-funded secondary,4,15140
200708,National,E92000001,England,State-funded secondary,5,49945
200708,National,E92000001,England,State-funded secondary,6,1640
200708,National,E92000001,England,State-funded secondary,7,850
200708,National,E92000001,England,State-funded secondary,8,585
200708,National,E92000001,England,State-funded secondary,9,500
200708,National,E92000001,England,State-funded secondary,10,2935
200708,National,E92000001,England,State-funded secondary,11,330
200708,National,E92000001,England,State-funded secondary,12,285
200708,National,E92000001,England,State-funded secondary,13,185
200708,National,E92000001,England,State-funded secondary,14,265
200708,National,E92000001,England,State-funded secondary,15,1155
200708,National,E92000001,England,State-funded secondary,16,250
200708,National,E92000001,England,State-funded secondary,17,80
200708,National,E92000001,England,State-funded secondary,18,80
200708,National,E92000001,England,State-funded secondary,19,50
200708,National,E92000001,England,State-funded secondary,20,270
200708,National,E92000001,England,State-funded secondary,21,50
200708,National,E92000001,England,State-funded secondary,22,35
200708,National,E92000001,England,State-funded secondary,23,30
200708,National,E92000001,England,State-funded secondary,24,40
200708,National,E92000001,England,State-funded secondary,25,80
200708,National,E92000001,England,State-funded secondary,26,25
200708,National,E92000001,England,State-funded secondary,27,15
200708,National,E92000001,England,State-funded secondary,28,30
200708,National,E92000001,England,State-funded secondary,29,25
200708,National,E92000001,England,State-funded secondary,30,55
200708,National,E92000001,England,State-funded secondary,31,25
200708,National,E92000001,England,State-funded secondary,32,20
200708,National,E92000001,England,State-funded secondary,33,10
200708,National,E92000001,England,State-funded secondary,34,20
200708,National,E92000001,England,State-funded secondary,35,20
200708,National,E92000001,England,State-funded secondary,36,5
200708,National,E92000001,England,State-funded secondary,37,5
200708,National,E92000001,England,State-funded secondary,38,10
200708,National,E92000001,England,State-funded secondary,39,10
200708,National,E92000001,England,State-funded secondary,40,20
200708,National,E92000001,England,State-funded secondary,41,5
200708,National,E92000001,England,State-funded secondary,42,10
200708,National,E92000001,England,State-funded secondary,43,5
200708,National,E92000001,England,State-funded secondary,44,15
200708,National,E92000001,England,State-funded secondary,45,40
200708,National,E92000001,England,State-funded secondary,46 or more,5
200708,National,E92000001,England,Special school,Total,16355
200708,National,E92000001,England,Special school,1,7690
200708,National,E92000001,England,Special school,2,3765
200708,National,E92000001,England,Special school,3,2240
200708,National,E92000001,England,Special school,4,770
200708,National,E92000001,England,Special school,5,1420
200708,National,E92000001,England,Special school,6,115
200708,National,E92000001,England,Special school,7,55
200708,National,E92000001,England,Special school,8,40
200708,National,E92000001,England,Special school,9,20
200708,National,E92000001,England,Special school,10,85
200708,National,E92000001,England,Special school,11,20
200708,National,E92000001,England,Special school,12,5
200708,National,E92000001,England,Special school,13,15
200708,National,E92000001,England,Special school,14,10
200708,National,E92000001,England,Special school,15,40
200708,National,E92000001,England,Special school,16,5
200708,National,E92000001,England,Special school,17,5
200708,National,E92000001,England,Special school,18,x
200708,National,E92000001,England,Special school,19,5
200708,National,E92000001,England,Special school,20,5
200708,National,E92000001,England,Special school,21,x
200708,National,E92000001,England,Special school,22,x
200708,National,E92000001,England,Special school,23,x
200708,National,E92000001,England,Special school,24,x
200708,National,E92000001,England,Special school,25,5
200708,National,E92000001,England,Special school,26,x
200708,National,E92000001,England,Special school,27,x
200708,National,E92000001,England,Special school,30,x
200708,National,E92000001,England,Special school,32,5
200708,National,E92000001,England,Special school,33,x
200708,National,E92000001,England,Special school,34,5
200708,National,E92000001,England,Special school,36,x
200708,National,E92000001,England,Special school,40,x
200708,National,E92000001,England,Special school,42,x
200708,National,E92000001,England,Special school,43,x
200708,National,E92000001,England,Special school,44,x
200708,National,E92000001,England,Special school,45,x
200607,National,E92000001,England,Total,Total,425590
200607,National,E92000001,England,Total,0,370
200607,National,E92000001,England,Total,1,132455
200607,National,E92000001,England,Total,2,101910
200607,National,E92000001,England,Total,3,77570
200607,National,E92000001,England,Total,4,20960
200607,National,E92000001,England,Total,5,48990
200607,National,E92000001,England,Total,6,7115
200607,National,E92000001,England,Total,7,5250
200607,National,E92000001,England,Total,8,3505
200607,National,E92000001,England,Total,9,2320
200607,National,E92000001,England,Total,10,11105
200607,National,E92000001,England,Total,11,1505
200607,National,E92000001,England,Total,12,1330
200607,National,E92000001,England,Total,13,880
200607,National,E92000001,England,Total,14,1275
200607,National,E92000001,England,Total,15,4090
