Year,level,country_code,country_name,school_type,total_length_days_fixed_exclusions,headcount
200708,National,E92000001,England,State-funded secondary,45,140
200708,National,E92000001,England,State-funded secondary,46 or more,85
200708,National,E92000001,England,Special school,Total,6260
200708,National,E92000001,England,Special school,1,1345
200708,National,E92000001,England,Special school,2,985
200708,National,E92000001,England,Special school,3,760
200708,National,E92000001,England,Special school,4,525
200708,National,E92000001,England,Special school,5,605
200708,National,E92000001,England,Special school,6,305
200708,National,E92000001,England,Special school,7,280
200708,National,E92000001,England,Special school,8,180
200708,National,E92000001,England,Special school,9,145
200708,National,E92000001,England,Special school,10,180
200708,National,E92000001,England,Special school,11,130
200708,National,E92000001,England,Special school,12,95
200708,National,E92000001,England,Special school,13,90
200708,National,E92000001,England,Special school,14,80
200708,National,E92000001,England,Special school,15,80
200708,National,E92000001,England,Special school,16,65
200708,National,E92000001,England,Special school,17,50
200708,National,E92000001,England,Special school,18,35
200708,National,E92000001,England,Special school,19,35
200708,National,E92000001,England,Special school,20,35
200708,National,E92000001,England,Special school,21,30
200708,National,E92000001,England,Special school,22,30
200708,National,E92000001,England,Special school,23,25
200708,National,E92000001,England,Special school,24,20
200708,National,E92000001,England,Special school,25,20
200708,National,E92000001,England,Special school,26,15
200708,National,E92000001,England,Special school,27,15
200708,National,E92000001,England,Special school,28,5
200708,National,E92000001,England,Special school,29,10
200708,National,E92000001,England,Special school,30,10
200708,National,E92000001,England,Special school,31,5
200708,National,E92000001,England,Special school,32,10
200708,National,E92000001,England,Special school,33,5
200708,National,E92000001,England,Special school,34,5
200708,National,E92000001,England,Special school,35,5
200708,National,E92000001,England,Special school,36,5
200708,National,E92000001,England,Special school,37,5
200708,National,E92000001,England,Special school,38,x
200708,National,E92000001,England,Special school,39,5
200708,National,E92000001,England,Special school,40,5
200708,National,E92000001,England,Special school,41,5
200708,National,E92000001,England,Special school,42,5
200708,National,E92000001,England,Special school,43,5
200708,National,E92000001,England,Special school,44,10
200708,National,E92000001,England,Special school,45,5
200708,National,E92000001,England,Special school,46 or more,5
200607,National,E92000001,England,Total,Total,226955
200607,National,E92000001,England,Total,1,48510
200607,National,E92000001,England,Total,2,40245
200607,National,E92000001,England,Total,3,32535
200607,National,E92000001,England,Total,4,14050
200607,National,E92000001,England,Total,5,21080
200607,National,E92000001,England,Total,6,9290
200607,National,E92000001,England,Total,7,7205
200607,National,E92000001,England,Total,8,6475
200607,National,E92000001,England,Total,9,4605
200607,National,E92000001,England,Total,10,7065
200607,National,E92000001,England,Total,11,3495
200607,National,E92000001,England,Total,12,3095
200607,National,E92000001,England,Total,13,2860
200607,National,E92000001,England,Total,14,2425
200607,National,E92000001,England,Total,15,3670
200607,National,E92000001,England,Total,16,2090
200607,National,E92000001,England,Total,17,1710
200607,National,E92000001,England,Total,18,1600
200607,National,E92000001,England,Total,19,1335
200607,National,E92000001,England,Total,20,1670
200607,National,E92000001,England,Total,21,1050
200607,National,E92000001,England,Total,22,895
200607,National,E92000001,England,Total,23,865
200607,National,E92000001,England,Total,24,815
200607,National,E92000001,England,Total,25,930
200607,National,E92000001,England,Total,26,610
200607,National,E92000001,England,Total,27,555
200607,National,E92000001,England,Total,28,535
200607,National,E92000001,England,Total,29,445
200607,National,E92000001,England,Total,30,555
200607,National,E92000001,England,Total,31,365
200607,National,E92000001,England,Total,32,355
200607,National,E92000001,England,Total,33,350
200607,National,E92000001,England,Total,34,280
200607,National,E92000001,England,Total,35,345
200607,National,E92000001,England,Total,36,250
200607,National,E92000001,England,Total,37,235
200607,National,E92000001,England,Total,38,200
200607,National,E92000001,England,Total,39,180
200607,National,E92000001,England,Total,40,250
200607,National,E92000001,England,Total,41,150
200607,National,E92000001,England,Total,42,190
200607,National,E92000001,England,Total,43,180
200607,National,E92000001,England,Total,44,245
200607,National,E92000001,England,Total,45,720
200607,National,E92000001,England,Total,46 or more,385
200607,National,E92000001,England,State-funded primary,Total,23645
200607,National,E92000001,England,State-funded primary,1,6310
200607,National,E92000001,England,State-funded primary,2,4595
200607,National,E92000001,England,State-funded primary,3,3125
200607,National,E92000001,England,State-funded primary,4,1620
200607,National,E92000001,England,State-funded primary,5,1675
200607,National,E92000001,England,State-funded primary,6,930
200607,National,E92000001,England,State-funded primary,7,695
200607,National,E92000001,England,State-funded primary,8,580
200607,National,E92000001,England,State-funded primary,9,490
200607,National,E92000001,England,State-funded primary,10,500
200607,National,E92000001,England,State-funded primary,11,330
200607,National,E92000001,England,State-funded primary,12,300
200607,National,E92000001,England,State-funded primary,13,270
200607,National,E92000001,England,State-funded primary,14,230
200607,National,E92000001,England,State-funded primary,15,265
200607,National,E92000001,England,State-funded primary,16,190
200607,National,E92000001,England,State-funded primary,17,170
200607,National,E92000001,England,State-funded primary,18,130
200607,National,E92000001,England,State-funded primary,19,125
200607,National,E92000001,England,State-funded primary,20,140
200607,National,E92000001,England,State-funded primary,21,90
200607,National,E92000001,England,State-funded primary,22,80
200607,National,E92000001,England,State-funded primary,23,75
200607,National,E92000001,England,State-funded primary,24,65
200607,National,E92000001,England,State-funded primary,25,65
200607,National,E92000001,England,State-funded primary,26,40
200607,National,E92000001,England,State-funded primary,27,40
200607,National,E92000001,England,State-funded primary,28,40
200607,National,E92000001,England,State-funded primary,29,40
200607,National,E92000001,England,State-funded primary,30,35
200607,National,E92000001,England,State-funded primary,31,20
200607,National,E92000001,England,State-funded primary,32,35
200607,National,E92000001,England,State-funded primary,33,30
200607,National,E92000001,England,State-funded primary,34,20
200607,National,E92000001,England,State-funded primary,35,30
200607,National,E92000001,England,State-funded primary,36,20
200607,National,E92000001,England,State-funded primary,37,15
200607,National,E92000001,England,State-funded primary,38,15
200607,National,E92000001,England,State-funded primary,39,15
200607,National,E92000001,England,State-funded primary,40,15
200607,National,E92000001,England,State-funded primary,41,10
200607,National,E92000001,England,State-funded primary,42,15
200607,National,E92000001,England,State-funded primary,43,15
200607,National,E92000001,England,State-funded primary,44,20
200607,National,E92000001,England,State-funded primary,45,60
200607,National,E92000001,England,State-funded primary,46 or more,70
200607,National,E92000001,England,State-funded secondary,Total,196980
200607,National,E92000001,England,State-funded secondary,1,41000
200607,National,E92000001,England,State-funded secondary,2,34730
200607,National,E92000001,England,State-funded secondary,3,28650
200607,National,E92000001,England,State-funded secondary,4,11960
200607,National,E92000001,England,State-funded secondary,5,18880
200607,National,E92000001,England,State-funded secondary,6,8035
200607,National,E92000001,England,State-funded secondary,7,6260
200607,National,E92000001,England,State-funded secondary,8,5680
200607,National,E92000001,England,State-funded secondary,9,3945
200607,National,E92000001,England,State-funded secondary,10,6385
200607,National,E92000001,England,State-funded secondary,11,3015
200607,National,E92000001,England,State-funded secondary,12,2695
200607,National,E92000001,England,State-funded secondary,13,2490
200607,National,E92000001,England,State-funded secondary,14,2100
200607,National,E92000001,England,State-funded secondary,15,3290
200607,National,E92000001,England,State-funded secondary,16,1840
200607,National,E92000001,England,State-funded secondary,17,1470
200607,National,E92000001,England,State-funded secondary,18,1415
200607,National,E92000001,England,State-funded secondary,19,1180
200607,National,E92000001,England,State-funded secondary,20,1470
200607,National,E92000001,England,State-funded secondary,21,930
200607,National,E92000001,England,State-funded secondary,22,775
200607,National,E92000001,England,State-funded secondary,23,750
200607,National,E92000001,England,State-funded secondary,24,710
200607,National,E92000001,England,State-funded secondary,25,830
200607,National,E92000001,England,State-funded secondary,26,555
200607,National,E92000001,England,State-funded secondary,27,495
200607,National,E92000001,England,State-funded secondary,28,480
200607,National,E92000001,England,State-funded secondary,29,385
200607,National,E92000001,England,State-funded secondary,30,500
200607,National,E92000001,England,State-funded secondary,31,340
200607,National,E92000001,England,State-funded secondary,32,300
200607,National,E92000001,England,State-funded secondary,33,310
200607,National,E92000001,England,State-funded secondary,34,250
200607,National,E92000001,England,State-funded secondary,35,305
200607,National,E92000001,England,State-funded secondary,36,215
200607,National,E92000001,England,State-funded secondary,37,215
200607,National,E92000001,England,State-funded secondary,38,175
200607,National,E92000001,England,State-funded secondary,39,155
200607,National,E92000001,England,State-funded secondary,40,230
200607,National,E92000001,England,State-funded secondary,41,135
200607,National,E92000001,England,State-funded secondary,42,170
200607,National,E92000001,England,State-funded secondary,43,160
200607,National,E92000001,England,State-funded secondary,44,210
200607,National,E92000001,England,State-funded secondary,45,630
200607,National,E92000001,England,State-funded secondary,46 or more,290
200607,National,E92000001,England,Special school,Total,6330
200607,National,E92000001,England,Special school,1,1200
200607,National,E92000001,England,Special school,2,920
200607,National,E92000001,England,Special school,3,765
200607,National,E92000001,England,Special school,4,470
200607,National,E92000001,England,Special school,5,525
200607,National,E92000001,England,Special school,6,325
200607,National,E92000001,England,Special school,7,255
200607,National,E92000001,England,Special school,8,215
200607,National,E92000001,England,Special school,9,175
200607,National,E92000001,England,Special school,10,185
200607,National,E92000001,England,Special school,11,150
200607,National,E92000001,England,Special school,12,100
200607,National,E92000001,England,Special school,13,105
200607,National,E92000001,England,Special school,14,90
200607,National,E92000001,England,Special school,15,115
200607,National,E92000001,England,Special school,16,60
200607,National,E92000001,England,Special school,17,70
200607,National,E92000001,England,Special school,18,55
200607,National,E92000001,England,Special school,19,35
200607,National,E92000001,England,Special school,20,60
200607,National,E92000001,England,Special school,21,30
200607,National,E92000001,England,Special school,22,35
200607,National,E92000001,England,Special school,23,40
200607,National,E92000001,England,Special school,24,40
200607,National,E92000001,England,Special school,25,35
200607,National,E92000001,England,Special school,26,15
200607,National,E92000001,England,Special school,27,20
200607,National,E92000001,England,Special school,28,15
200607,National,E92000001,England,Special school,29,20
200607,National,E92000001,England,Special school,30,20
200607,National,E92000001,England,Special school,31,5
200607,National,E92000001,England,Special school,32,20
200607,National,E92000001,England,Special school,33,10
200607,National,E92000001,England,Special school,34,5
200607,National,E92000001,England,Special school,35,10
200607,National,E92000001,England,Special school,36,15
200607,National,E92000001,England,Special school,37,5
200607,National,E92000001,England,Special school,38,10
200607,National,E92000001,England,Special school,39,5
200607,National,E92000001,England,Special school,40,5
200607,National,E92000001,England,Special school,41,5
200607,National,E92000001,England,Special school,42,5
200607,National,E92000001,England,Special school,43,5
200607,National,E92000001,England,Special school,44,15
200607,National,E92000001,England,Special school,45,30
200607,National,E92000001,England,Special school,46 or more,25
